,Job No,Arrival Time,Completion Time,No Jobs in System,No Jobs at Stage 1,No Jobs at Stage 2,No Jobs at Stage 3,Stage 1 Job Size,Stage 2 Job Size,Stage 3 Job Size,Job Time
34,35.0,1071.7400744031772,1095.2885176033371,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23.54844320015991
35,36.0,1108.4546450567202,1129.3726493621023,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.918004305382055
36,37.0,1110.8671562242378,1137.3715714396594,1.0,1.0,0.0,0.0,1.0,1.0,1.0,26.50441521542166
37,38.0,1133.2030402442094,1154.326745162065,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.123704917855548
38,39.0,1142.9312587458705,1163.7943914145037,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.86313266863317
39,40.0,1144.202598295338,1171.8896920349837,2.0,1.0,1.0,0.0,1.0,1.0,1.0,27.68709373964566
40,41.0,1232.8917824867806,1253.8836821062441,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.99189961946354
41,42.0,1284.8481623266655,1305.4280625540437,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.579900227378175
42,43.0,1285.515059741978,1313.4603924834037,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27.945332741425773
43,44.0,1399.5117372961188,1420.3045696897977,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.792832393678964
44,45.0,1543.1251623358744,1564.5354277974072,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.410265461532845
45,46.0,1590.8461829562475,1611.5863319572518,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.740149001004283
46,47.0,1639.2248820139323,1660.0885760093915,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.863693995459244
47,48.0,1758.6952267737045,1779.965219013219,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.269992239514522
48,49.0,1831.4850420740797,1852.314110896235,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.82906882215525
49,50.0,1832.563793842215,1860.1154589297696,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27.55166508755451
50,51.0,1923.6656003550804,1944.3120765528936,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.646476197813172
51,52.0,1934.6101407960546,1955.7361402065478,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.12599941049325
52,53.0,1981.8103911207184,2003.3772536659833,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.56686254526494
53,54.0,2018.6824944477055,2039.585257980971,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.902763533265443
54,55.0,2044.48689079495,2065.865620613968,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.378729819017963
55,56.0,2106.2575992035413,2127.4227617159027,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.16516251236135
56,57.0,2124.8744958045177,2145.6611418839148,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.786646079397087
57,58.0,2134.448907800556,2155.4942857596707,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.04537795911483
58,59.0,2144.591173649095,2166.073623567932,2.0,0.0,1.0,1.0,1.0,1.0,1.0,21.48244991883712
59,60.0,2176.0109153441044,2196.8360171974896,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.82510185338515
60,61.0,2181.046937073908,2204.7324552266664,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23.685518152758505
61,62.0,2196.8565706253994,2218.2179625484073,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.361391923007886
62,63.0,2256.8033041635194,2277.600965203932,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.79766104041255
63,64.0,2268.7372317293457,2289.626661971095,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.889430241749324
64,65.0,2276.7237290918206,2297.7742389212685,2.0,0.0,1.0,1.0,1.0,1.0,1.0,21.050509829447947
65,66.0,2322.9242244260085,2343.7721667445717,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.847942318563128
66,67.0,2350.4928464705245,2371.3905193868104,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.897672916285956
67,68.0,2373.450856665379,2394.708256737316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.2574000719369
68,69.0,2375.2843247728456,2402.5653604811914,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27.281035708345826
69,70.0,2461.6835734298347,2482.9903678612786,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.306794431443905
70,71.0,2489.454869860537,2510.448891716194,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.994021855656683
71,72.0,2500.914614619086,2522.0130528242958,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.09843820520973
72,73.0,2516.4763885666293,2537.5857537768234,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.109365210194028
73,74.0,2590.697831199597,2611.7636905648483,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.06585936525107
74,75.0,2652.655031526696,2673.842060173451,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.187028646755152
75,76.0,2733.8550236788374,2754.4781475296477,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.623123850810316
76,77.0,2752.2809649240066,2772.879894258396,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.59892933438914
77,78.0,2795.76925101699,2816.9119796441446,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.14272862715461
78,79.0,2810.2531850201467,2831.307292516104,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.054107495957396
79,80.0,2826.160396894826,2847.1836484300993,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.023251535273175
80,81.0,2833.5499104116275,2855.234797083036,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.68488667140855
81,82.0,2852.6051848041543,2873.7677054965984,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.162520692444104
82,83.0,2911.4290784474947,2932.292442743365,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.86336429587027
83,84.0,2918.273637409155,2940.172928695597,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.899291286441894
84,85.0,2939.478143050458,2960.1962720721986,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.718129021740424
85,86.0,2947.2842692251033,2968.31080026056,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.026531035456628
86,87.0,2986.8307237907798,3007.5498909570824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.719167166302668
87,88.0,2991.8906323513224,3015.328056169628,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23.437423818305433
88,89.0,3024.754251262468,3046.0383208113503,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.284069548882144
89,90.0,3088.0770239299027,3108.9252956215387,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.848271691636
90,91.0,3091.9103320344375,3116.99562530136,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.08529326692269
91,92.0,3121.8781817842046,3142.798538047988,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.92035626378356
92,93.0,3264.5985503661736,3285.5264229312024,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.927872565028792
93,94.0,3303.8563391861394,3324.5512656153746,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.694926429235238
94,95.0,3385.7497414364643,3406.803179340395,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0534379039309
95,96.0,3444.498140752648,3465.4413269903384,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.943186237690497
96,97.0,3505.9504417458443,3527.0870456590405,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.136603913196268
97,98.0,3510.0594124146587,3535.1550507485836,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.095638333924853
98,99.0,3594.068675679408,3614.662775609046,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.594099929638105
99,100.0,3609.219785136858,3630.221529651751,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.00174451489329
100,101.0,3653.822111250449,3674.907166918983,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.085055668534096
101,102.0,3662.588322456254,3683.0930336169704,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.504711160716397
102,103.0,3686.292536578647,3707.1356341489977,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.843097570350892
103,104.0,3711.724655746853,3732.831124966126,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.106469219273094
104,105.0,3747.9916800221927,3769.260983276384,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.269303254191527
105,106.0,3824.9327494391828,3845.86920901877,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.936459579587336
106,107.0,3866.3883017074504,3887.708676218186,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.320374510735746
107,108.0,3897.945232168815,3918.9766826690334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.031450500218398
108,109.0,3948.465468244494,3969.598506321239,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.133038076744924
109,110.0,4028.1454458401186,4049.2886083295093,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.14316248939076
110,111.0,4036.165467778439,4057.3634479584834,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.197980180044397
111,112.0,4138.885234148601,4159.899721754467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.014487605865725
112,113.0,4147.715314196717,4168.64203602777,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.92672183105242
113,114.0,4170.405939289158,4191.080966105334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.675026816175887
114,115.0,4173.537078797036,4199.252483646228,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.715404849192055
115,116.0,4176.736091241167,4207.395095590088,2.0,1.0,1.0,0.0,1.0,1.0,1.0,30.65900434892137
116,117.0,4217.575969741139,4239.059991241173,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.484021500034032
117,118.0,4236.543234343419,4257.5634977112895,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.02026336787094
118,119.0,4248.895182960977,4270.413914955224,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.51873199424699
119,120.0,4365.38937341662,4386.607965961911,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.21859254529045
120,121.0,4411.366338955873,4432.808553071674,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.442214115801107
121,122.0,4427.217921349519,4448.090601129128,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.872679779608916
122,123.0,4500.315445634283,4520.803244928486,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.487799294202887
123,124.0,4508.315941108951,4528.788964229858,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.473023120906873
124,125.0,4549.597059926069,4570.676664555245,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.079604629176174
125,126.0,4556.002932936535,4578.461313292281,1.0,1.0,0.0,0.0,1.0,1.0,1.0,22.458380355746158
126,127.0,4663.391469123961,4684.210423158776,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.81895403481576
127,128.0,4702.473719894639,4722.968453687018,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.49473379237952
128,129.0,4708.158081091149,4730.944540062116,1.0,1.0,0.0,0.0,1.0,1.0,1.0,22.786458970967033
129,130.0,4795.357595666077,4816.78526233535,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.427666669273094
130,131.0,4812.130430926827,4833.069083305417,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.938652378589723
131,132.0,4869.318810465373,4890.033844657452,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.715034192079656
132,133.0,4885.388590347736,4906.1426995980255,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.75410925028973
133,134.0,4958.5571279325595,4979.234831062954,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.677703130394548
134,135.0,4964.134586931262,4987.2527611337755,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23.11817420251373
135,136.0,5033.853761518504,5055.16173847398,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.30797695547608
136,137.0,5048.233304545273,5069.349531913444,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.116227368170257
137,138.0,5067.502692627003,5088.7500228976905,1.0,0.0,0.0,1.0,1.0,1.0,1.0,21.2473302706876
138,139.0,5072.442611103028,5096.733905900929,1.0,1.0,0.0,0.0,1.0,1.0,1.0,24.291294797901173
139,140.0,5124.998287127235,5146.072182651763,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.07389552452787
140,141.0,5211.435340581656,5231.79536054342,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.36001996176401
141,142.0,5231.4746563734025,5252.232437816351,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.757781442948726
142,143.0,5246.5753997314005,5267.018165771493,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.442766040092465
